id_pedido,data_pedido,cliente,produto,categoria,regiao,quantidade,preco_unitario,receita_bruta,desconto,receita_liquida
254,2025-08-29,Cliente_11,Teclado,Acessórios,Nordeste,3,4546.38,13639.14,0.29,9683.79
255,2025-11-25,Cliente_13,Cadeira Gamer,Acessórios,Centro-Oeste,1,2189.79,2189.79,0.07,2036.5
256,2025-03-09,Cliente_73,Headset,Acessórios,Centro-Oeste,1,4151.21,4151.21,0.13,3611.55
257,2025-05-09,Cliente_17,Headset,Periféricos,Norte,3,3284.4,9853.2,0.29,6995.77
258,2025-05-17,Cliente_90,Mouse,Eletrônicos,Sul,3,3725.18,11175.54,0.02,10952.03
259,2025-05-30,Cliente_87,Monitor,Periféricos,Centro-Oeste,1,157.81,157.81,0.28,113.62
260,2025-11-14,Cliente_31,Headset,Acessórios,Norte,4,1924.82,7699.28,0.1,6929.35
261,2025-10-31,Cliente_31,Teclado,Eletrônicos,Norte,4,1286.24,5144.96,0.0,5144.96
262,2025-11-03,Cliente_75,Cadeira Gamer,Acessórios,Sudeste,4,4801.5,19206.0,0.19,15556.86
263,2025-06-28,Cliente_48,Monitor,Periféricos,Sudeste,1,2396.26,2396.26,0.12,2108.71
264,2025-05-16,Cliente_22,Monitor,Periféricos,Sul,2,4900.44,9800.88,0.07,9114.82
265,2025-05-05,Cliente_17,Teclado,Periféricos,Norte,1,1455.21,1455.21,0.14,1251.48
266,2025-08-29,Cliente_20,Mouse,Acessórios,Centro-Oeste,3,4071.01,12213.03,0.26,9037.64
267,2025-09-22,Cliente_79,Mouse,Acessórios,Nordeste,1,4762.45,4762.45,0.26,3524.21
268,2025-08-19,Cliente_38,Mouse,Periféricos,Sul,2,2801.64,5603.28,0.26,4146.43
269,2025-11-21,Cliente_7,Mouse,Periféricos,Norte,4,1455.78,5823.12,0.21,4600.26
270,2025-03-08,Cliente_58,Teclado,Eletrônicos,Norte,4,1516.52,6066.08,0.2,4852.86
271,2025-05-14,Cliente_99,Notebook,Eletrônicos,Sul,4,1735.95,6943.8,0.25,5207.85
272,2025-09-30,Cliente_42,Teclado,Periféricos,Sul,4,3276.95,13107.8,0.18,10748.4
273,2025-01-21,Cliente_6,Notebook,Eletrônicos,Sul,2,1049.44,2098.88,0.01,2077.89
274,2025-10-18,Cliente_23,Teclado,Eletrônicos,Sudeste,2,4563.86,9127.72,0.1,8214.95
275,2025-09-28,Cliente_13,Monitor,Acessórios,Sul,1,3768.05,3768.05,0.18,3089.8
276,2025-04-17,Cliente_78,Headset,Periféricos,Sudeste,2,550.85,1101.7,0.0,1101.7
277,2025-05-05,Cliente_54,Cadeira Gamer,Eletrônicos,Sudeste,1,2079.77,2079.77,0.11,1851.0
278,2025-09-05,Cliente_22,Mouse,Eletrônicos,Nordeste,4,3677.2,14708.8,0.18,12061.22
279,2025-02-25,Cliente_48,Monitor,Eletrônicos,Norte,3,4456.45,13369.35,0.06,12567.19
280,2025-05-08,Cliente_79,Cadeira Gamer,Acessórios,Sudeste,3,4440.38,13321.14,0.25,9990.85
281,2025-05-21,Cliente_56,Monitor,Acessórios,Centro-Oeste,3,3463.66,10390.98,0.27,7585.42
282,2025-08-30,Cliente_73,Cadeira Gamer,Periféricos,Sul,2,3996.23,7992.46,0.06,7512.91
283,2025-04-02,Cliente_39,Mouse,Eletrônicos,Sul,3,520.55,1561.65,0.22,1218.09
284,2025-03-01,Cliente_65,Cadeira Gamer,Periféricos,Centro-Oeste,3,1959.36,5878.08,0.26,4349.78
285,2025-12-23,Cliente_90,Mouse,Periféricos,Norte,2,935.96,1871.92,0.21,1478.82
286,2025-06-03,Cliente_22,Mouse,Eletrônicos,Norte,1,4359.2,4359.2,0.22,3400.18
287,2025-02-13,Cliente_13,Mouse,Acessórios,Sudeste,2,3778.36,7556.72,0.07,7027.75
288,2025-01-08,Cliente_90,Teclado,Periféricos,Sul,4,2295.95,9183.8,0.23,7071.53
289,2025-12-13,Cliente_30,Notebook,Acessórios,Centro-Oeste,3,2198.01,6594.03,0.04,6330.27
290,2025-11-03,Cliente_80,Headset,Periféricos,Sul,4,247.57,990.28,0.06,930.86
291,2025-10-17,Cliente_35,Monitor,Periféricos,Sudeste,3,1941.44,5824.32,0.27,4251.75
292,2025-05-22,Cliente_35,Teclado,Periféricos,Nordeste,1,4121.62,4121.62,0.1,3709.46
293,2025-11-18,Cliente_27,Mouse,Eletrônicos,Norte,4,4628.76,18515.04,0.0,18515.04
294,2025-11-04,Cliente_53,Mouse,Eletrônicos,Sudeste,4,3712.62,14850.48,0.3,10395.34
295,2025-10-10,Cliente_10,Headset,Acessórios,Centro-Oeste,3,3408.73,10226.19,0.24,7771.9
296,2025-11-22,Cliente_65,Mouse,Acessórios,Nordeste,1,2134.35,2134.35,0.17,1771.51
297,2025-10-03,Cliente_40,Notebook,Acessórios,Norte,1,2268.7,2268.7,0.03,2200.64
298,2025-08-01,Cliente_19,Notebook,Acessórios,Sudeste,4,3837.25,15349.0,0.3,10744.3
299,2025-04-23,Cliente_57,Teclado,Acessórios,Sul,4,1287.27,5149.08,0.02,5046.1
300,2025-09-16,Cliente_39,Cadeira Gamer,Periféricos,Centro-Oeste,4,113.05,452.2,0.1,406.98
301,2025-06-28,Cliente_62,Notebook,Periféricos,Centro-Oeste,1,2189.58,2189.58,0.07,2036.31
302,2025-03-17,Cliente_30,Teclado,Acessórios,Sudeste,4,2512.48,10049.92,0.19,8140.44
303,2025-08-02,Cliente_35,Teclado,Periféricos,Nordeste,3,4540.96,13622.88,0.19,11034.53
304,2025-03-22,Cliente_14,Headset,Periféricos,Sudeste,1,3299.56,3299.56,0.18,2705.64
305,2025-03-09,Cliente_48,Notebook,Periféricos,Nordeste,1,2626.44,2626.44,0.24,1996.09
306,2025-04-30,Cliente_20,Monitor,Acessórios,Centro-Oeste,3,4141.32,12423.96,0.18,10187.65
307,2025-01-06,Cliente_84,Mouse,Eletrônicos,Sul,1,1578.32,1578.32,0.2,1262.66
308,2025-05-26,Cliente_93,Cadeira Gamer,Acessórios,Sul,4,1068.7,4274.8,0.3,2992.36
309,2025-08-19,Cliente_32,Monitor,Eletrônicos,Norte,3,479.67,1439.01,0.08,1323.89
310,2025-12-12,Cliente_49,Cadeira Gamer,Acessórios,Nordeste,4,2716.36,10865.44,0.25,8149.08
311,2025-06-23,Cliente_47,Mouse,Acessórios,Norte,4,1358.77,5435.08,0.22,4239.36
312,2025-01-10,Cliente_88,Monitor,Periféricos,Centro-Oeste,1,70.63,70.63,0.25,52.97
313,2025-08-10,Cliente_61,Cadeira Gamer,Eletrônicos,Sul,3,3128.56,9385.68,0.19,7602.4
314,2025-12-30,Cliente_30,Mouse,Periféricos,Norte,3,98.36,295.08,0.1,265.57
315,2025-03-07,Cliente_57,Mouse,Periféricos,Nordeste,2,4027.01,8054.02,0.1,7248.62
316,2025-01-07,Cliente_92,Cadeira Gamer,Periféricos,Nordeste,2,2412.55,4825.1,0.02,4728.6
317,2025-03-18,Cliente_44,Notebook,Periféricos,Centro-Oeste,3,2404.18,7212.54,0.18,5914.28
318,2025-05-29,Cliente_31,Monitor,Periféricos,Sudeste,2,3246.7,6493.4,0.17,5389.52
319,2025-11-02,Cliente_35,Notebook,Acessórios,Sul,4,2018.65,8074.6,0.15,6863.41
320,2025-01-24,Cliente_86,Mouse,Acessórios,Sul,4,1789.22,7156.88,0.25,5367.66
321,2025-05-21,Cliente_68,Cadeira Gamer,Eletrônicos,Sul,4,4992.37,19969.48,0.24,15176.8
322,2025-10-30,Cliente_52,Mouse,Eletrônicos,Nordeste,4,273.39,1093.56,0.29,776.43
323,2025-04-16,Cliente_49,Headset,Acessórios,Sudeste,3,3344.66,10033.98,0.22,7826.5
324,2025-08-04,Cliente_89,Headset,Acessórios,Nordeste,3,1216.41,3649.23,0.0,3649.23
325,2025-04-12,Cliente_10,Cadeira Gamer,Acessórios,Sul,1,1582.26,1582.26,0.09,1439.86
326,2025-05-03,Cliente_84,Mouse,Periféricos,Centro-Oeste,4,3526.6,14106.4,0.02,13824.27
327,2025-12-06,Cliente_22,Teclado,Eletrônicos,Nordeste,3,4333.46,13000.38,0.25,9750.28
328,2025-03-07,Cliente_70,Monitor,Acessórios,Centro-Oeste,3,1298.57,3895.71,0.01,3856.75
329,2025-05-20,Cliente_6,Cadeira Gamer,Acessórios,Norte,3,1361.88,4085.64,0.05,3881.36
330,2025-01-12,Cliente_60,Notebook,Eletrônicos,Sul,2,1984.86,3969.72,0.27,2897.9
331,2025-01-12,Cliente_67,Monitor,Eletrônicos,Sudeste,2,164.6,329.2,0.02,322.62
332,2025-08-22,Cliente_80,Monitor,Eletrônicos,Norte,1,1975.57,1975.57,0.17,1639.72
333,2025-10-20,Cliente_29,Teclado,Eletrônicos,Sul,1,4949.54,4949.54,0.03,4801.05
334,2025-08-30,Cliente_10,Notebook,Periféricos,Sudeste,3,3373.34,10120.02,0.28,7286.41
335,2025-03-18,Cliente_62,Headset,Periféricos,Norte,4,4983.02,19932.08,0.15,16942.27
336,2025-07-21,Cliente_38,Headset,Periféricos,Centro-Oeste,3,4959.43,14878.29,0.01,14729.51
337,2025-01-16,Cliente_51,Cadeira Gamer,Eletrônicos,Nordeste,2,3416.92,6833.84,0.21,5398.73
338,2025-07-15,Cliente_67,Cadeira Gamer,Periféricos,Sul,4,379.68,1518.72,0.28,1093.48
339,2025-08-01,Cliente_5,Headset,Eletrônicos,Sul,2,2517.93,5035.86,0.09,4582.63
340,2025-12-12,Cliente_25,Cadeira Gamer,Periféricos,Norte,3,1007.53,3022.59,0.15,2569.2
341,2025-11-10,Cliente_61,Cadeira Gamer,Acessórios,Nordeste,3,288.83,866.49,0.14,745.18
342,2025-11-18,Cliente_51,Teclado,Eletrônicos,Norte,4,2630.36,10521.44,0.19,8522.37
343,2025-03-10,Cliente_20,Teclado,Eletrônicos,Sul,4,2887.93,11551.72,0.06,10858.62
344,2025-01-06,Cliente_47,Notebook,Acessórios,Sul,3,4424.3,13272.9,0.03,12874.71
345,2025-10-24,Cliente_8,Notebook,Periféricos,Centro-Oeste,4,2790.88,11163.52,0.13,9712.26
346,2025-10-27,Cliente_79,Cadeira Gamer,Eletrônicos,Nordeste,1,4791.33,4791.33,0.3,3353.93
347,2025-06-21,Cliente_51,Headset,Eletrônicos,Norte,4,2376.28,9505.12,0.27,6938.74
348,2025-06-14,Cliente_84,Cadeira Gamer,Periféricos,Nordeste,2,2547.13,5094.26,0.12,4482.95
349,2025-11-19,Cliente_99,Notebook,Eletrônicos,Sul,3,937.75,2813.25,0.18,2306.87
350,2025-09-07,Cliente_32,Teclado,Periféricos,Centro-Oeste,4,866.09,3464.36,0.23,2667.56
351,2025-12-28,Cliente_26,Monitor,Periféricos,Nordeste,3,4418.2,13254.6,0.12,11664.05
352,2025-07-06,Cliente_62,Headset,Acessórios,Nordeste,2,3567.28,7134.56,0.0,7134.56
353,2025-01-18,Cliente_81,Headset,Periféricos,Nordeste,3,4641.61,13924.83,0.14,11975.35
354,2025-12-31,Cliente_75,Monitor,Acessórios,Norte,1,4343.51,4343.51,0.26,3214.2
355,2025-12-08,Cliente_64,Teclado,Eletrônicos,Centro-Oeste,3,4956.64,14869.92,0.28,10706.34
356,2025-02-24,Cliente_19,Headset,Eletrônicos,Sul,4,4597.96,18391.84,0.28,13242.12
357,2025-11-30,Cliente_86,Cadeira Gamer,Acessórios,Sudeste,1,492.54,492.54,0.12,433.44
358,2025-06-08,Cliente_83,Teclado,Acessórios,Centro-Oeste,4,852.24,3408.96,0.05,3238.51
359,2025-04-20,Cliente_4,Mouse,Eletrônicos,Nordeste,2,740.49,1480.98,0.17,1229.21
360,2025-01-11,Cliente_22,Mouse,Periféricos,Sul,4,1077.68,4310.72,0.26,3189.93
361,2025-01-24,Cliente_32,Headset,Eletrônicos,Nordeste,3,2680.24,8040.72,0.14,6915.02
362,2025-11-12,Cliente_66,Monitor,Eletrônicos,Norte,3,3959.07,11877.21,0.01,11758.44
363,2025-08-03,Cliente_1,Monitor,Acessórios,Sul,1,4335.6,4335.6,0.11,3858.68
364,2025-10-14,Cliente_91,Notebook,Periféricos,Norte,2,2628.35,5256.7,0.0,5256.7
365,2025-10-26,Cliente_32,Headset,Eletrônicos,Sul,1,547.16,547.16,0.02,536.22
366,2025-03-29,Cliente_44,Notebook,Acessórios,Nordeste,1,1088.98,1088.98,0.04,1045.42
367,2025-10-11,Cliente_51,Mouse,Periféricos,Centro-Oeste,1,2993.89,2993.89,0.03,2904.07
368,2025-02-19,Cliente_40,Headset,Eletrônicos,Norte,3,1524.92,4574.76,0.05,4346.02
369,2025-05-29,Cliente_74,Cadeira Gamer,Acessórios,Sul,4,2007.38,8029.52,0.25,6022.14
370,2025-07-16,Cliente_29,Monitor,Eletrônicos,Nordeste,1,3326.45,3326.45,0.22,2594.63
371,2025-04-06,Cliente_75,Teclado,Periféricos,Norte,2,2490.32,4980.64,0.04,4781.41
372,2025-09-19,Cliente_98,Cadeira Gamer,Eletrônicos,Sul,1,3930.2,3930.2,0.26,2908.35
373,2025-01-03,Cliente_100,Monitor,Periféricos,Nordeste,2,3433.71,6867.42,0.25,5150.57
374,2025-02-07,Cliente_3,Monitor,Periféricos,Sudeste,4,650.99,2603.96,0.2,2083.17
375,2025-05-06,Cliente_89,Monitor,Eletrônicos,Norte,1,1646.15,1646.15,0.22,1284.0
376,2025-11-05,Cliente_21,Notebook,Acessórios,Sudeste,3,4782.59,14347.77,0.29,10186.92
377,2025-05-28,Cliente_43,Cadeira Gamer,Eletrônicos,Sul,2,1379.05,2758.1,0.11,2454.71
378,2025-06-06,Cliente_31,Cadeira Gamer,Eletrônicos,Nordeste,3,4624.22,13872.66,0.0,13872.66
379,2025-04-30,Cliente_3,Mouse,Eletrônicos,Centro-Oeste,4,3713.79,14855.16,0.22,11587.02
380,2025-04-13,Cliente_28,Notebook,Eletrônicos,Norte,2,1951.0,3902.0,0.05,3706.9
381,2025-09-27,Cliente_18,Monitor,Acessórios,Norte,2,1607.87,3215.74,0.28,2315.33
382,2025-09-08,Cliente_95,Cadeira Gamer,Eletrônicos,Centro-Oeste,3,3276.11,9828.33,0.25,7371.25
383,2025-01-11,Cliente_31,Monitor,Periféricos,Norte,4,1697.25,6789.0,0.07,6313.77
384,2025-03-29,Cliente_60,Notebook,Acessórios,Sudeste,1,4585.39,4585.39,0.12,4035.14
385,2025-01-21,Cliente_85,Notebook,Periféricos,Nordeste,2,3077.42,6154.84,0.27,4493.03
386,2025-04-25,Cliente_75,Notebook,Eletrônicos,Centro-Oeste,4,4228.1,16912.4,0.25,12684.3
387,2025-03-19,Cliente_18,Headset,Eletrônicos,Norte,1,4314.0,4314.0,0.0,4314.0
388,2025-10-26,Cliente_22,Mouse,Eletrônicos,Sul,1,3562.73,3562.73,0.14,3063.95
389,2025-06-19,Cliente_40,Notebook,Acessórios,Norte,1,2133.16,2133.16,0.15,1813.19
390,2025-12-05,Cliente_1,Notebook,Eletrônicos,Sul,4,823.13,3292.52,0.15,2798.64
391,2025-09-28,Cliente_47,Cadeira Gamer,Acessórios,Nordeste,4,667.28,2669.12,0.07,2482.28
392,2025-03-11,Cliente_40,Notebook,Eletrônicos,Norte,3,3831.09,11493.27,0.1,10343.94
393,2025-01-07,Cliente_11,Notebook,Eletrônicos,Nordeste,4,721.76,2887.04,0.15,2453.98
394,2025-06-04,Cliente_84,Cadeira Gamer,Periféricos,Norte,3,159.65,478.95,0.28,344.84
395,2025-06-26,Cliente_48,Headset,Acessórios,Sul,1,2755.79,2755.79,0.16,2314.86
396,2025-06-01,Cliente_27,Teclado,Acessórios,Norte,2,1707.5,3415.0,0.29,2424.65
397,2025-03-03,Cliente_5,Headset,Acessórios,Centro-Oeste,4,2525.02,10100.08,0.26,7474.06
398,2025-12-07,Cliente_13,Notebook,Eletrônicos,Sudeste,1,1478.64,1478.64,0.09,1345.56
399,2025-01-23,Cliente_67,Monitor,Acessórios,Sul,2,4555.49,9110.98,0.08,8382.1
400,2025-07-26,Cliente_71,Cadeira Gamer,Periféricos,Sudeste,2,2914.09,5828.18,0.02,5711.62
401,2025-12-01,Cliente_45,Cadeira Gamer,Periféricos,Sul,3,116.62,349.86,0.26,258.9
402,2025-04-05,Cliente_90,Cadeira Gamer,Eletrônicos,Sul,4,409.1,1636.4,0.0,1636.4
403,2025-11-30,Cliente_75,Headset,Eletrônicos,Norte,1,4311.37,4311.37,0.04,4138.92
404,2025-10-06,Cliente_34,Cadeira Gamer,Periféricos,Nordeste,4,3677.0,14708.0,0.06,13825.52
405,2025-12-01,Cliente_12,Notebook,Acessórios,Sudeste,3,3723.94,11171.82,0.05,10613.23
406,2025-04-15,Cliente_34,Teclado,Periféricos,Sudeste,4,3514.06,14056.24,0.12,12369.49
407,2025-04-01,Cliente_44,Monitor,Periféricos,Centro-Oeste,4,1577.82,6311.28,0.05,5995.72
408,2025-04-28,Cliente_86,Notebook,Eletrônicos,Centro-Oeste,1,3311.65,3311.65,0.1,2980.49
409,2025-02-09,Cliente_77,Mouse,Periféricos,Norte,2,2121.4,4242.8,0.21,3351.81
410,2025-12-29,Cliente_95,Headset,Acessórios,Norte,1,419.33,419.33,0.28,301.92
411,2025-09-08,Cliente_81,Headset,Acessórios,Centro-Oeste,4,4265.0,17060.0,0.01,16889.4
412,2025-02-26,Cliente_22,Cadeira Gamer,Periféricos,Nordeste,3,4581.49,13744.47,0.02,13469.58
413,2025-12-02,Cliente_41,Mouse,Eletrônicos,Centro-Oeste,1,619.27,619.27,0.07,575.92
414,2025-07-02,Cliente_32,Notebook,Eletrônicos,Centro-Oeste,1,3221.08,3221.08,0.25,2415.81
415,2025-03-06,Cliente_90,Monitor,Acessórios,Sul,3,3836.81,11510.43,0.05,10934.91
416,2025-07-30,Cliente_69,Monitor,Acessórios,Nordeste,2,2822.81,5645.62,0.18,4629.41
417,2025-06-20,Cliente_86,Headset,Periféricos,Nordeste,4,3369.84,13479.36,0.02,13209.77
418,2025-11-04,Cliente_94,Headset,Periféricos,Norte,1,331.09,331.09,0.05,314.54
419,2025-06-06,Cliente_14,Notebook,Periféricos,Norte,2,394.9,789.8,0.12,695.02
420,2025-03-09,Cliente_18,Monitor,Periféricos,Sul,4,1193.41,4773.64,0.29,3389.28
421,2025-08-10,Cliente_86,Monitor,Acessórios,Sul,1,3646.93,3646.93,0.23,2808.14
422,2025-04-02,Cliente_36,Monitor,Periféricos,Sudeste,2,3291.49,6582.98,0.08,6056.34
423,2025-08-18,Cliente_13,Mouse,Eletrônicos,Sudeste,3,1248.35,3745.05,0.15,3183.29
424,2025-02-21,Cliente_44,Headset,Periféricos,Nordeste,3,4675.79,14027.37,0.3,9819.16
425,2025-11-12,Cliente_38,Mouse,Acessórios,Centro-Oeste,2,367.17,734.34,0.13,638.88
426,2025-01-24,Cliente_96,Notebook,Eletrônicos,Norte,1,1097.25,1097.25,0.1,987.52
427,2025-11-05,Cliente_48,Notebook,Periféricos,Centro-Oeste,1,4911.97,4911.97,0.07,4568.13
428,2025-12-23,Cliente_34,Monitor,Periféricos,Sudeste,4,4792.99,19171.96,0.04,18405.08
429,2025-12-23,Cliente_86,Mouse,Acessórios,Centro-Oeste,1,3116.71,3116.71,0.26,2306.37
430,2025-10-01,Cliente_10,Headset,Eletrônicos,Centro-Oeste,1,4348.94,4348.94,0.04,4174.98
431,2025-04-09,Cliente_66,Mouse,Eletrônicos,Sul,2,3776.74,7553.48,0.03,7326.88
432,2025-10-13,Cliente_41,Cadeira Gamer,Acessórios,Sul,4,258.24,1032.96,0.1,929.66
433,2025-01-07,Cliente_52,Mouse,Acessórios,Sudeste,2,4726.48,9452.96,0.11,8413.13
434,2025-04-01,Cliente_94,Teclado,Eletrônicos,Centro-Oeste,1,4578.19,4578.19,0.02,4486.63
435,2025-11-09,Cliente_38,Monitor,Eletrônicos,Sudeste,2,3752.18,7504.36,0.02,7354.27
436,2025-01-24,Cliente_92,Headset,Periféricos,Sudeste,4,1494.54,5978.16,0.25,4483.62
437,2025-04-01,Cliente_22,Mouse,Acessórios,Centro-Oeste,4,939.31,3757.24,0.28,2705.21
438,2025-03-03,Cliente_99,Teclado,Acessórios,Nordeste,1,389.98,389.98,0.14,335.38
439,2025-07-29,Cliente_57,Notebook,Periféricos,Sul,3,3874.45,11623.35,0.23,8949.98
440,2025-02-05,Cliente_47,Mouse,Eletrônicos,Sudeste,1,471.58,471.58,0.27,344.25
441,2025-04-02,Cliente_96,Teclado,Eletrônicos,Centro-Oeste,4,2997.54,11990.16,0.19,9712.03
442,2025-06-10,Cliente_25,Cadeira Gamer,Periféricos,Sudeste,3,2379.27,7137.81,0.23,5496.11
443,2025-08-11,Cliente_71,Monitor,Eletrônicos,Sudeste,1,2571.03,2571.03,0.04,2468.19
444,2025-09-03,Cliente_23,Mouse,Eletrônicos,Sul,1,3074.99,3074.99,0.01,3044.24
445,2025-03-26,Cliente_67,Headset,Periféricos,Norte,3,2586.28,7758.84,0.1,6982.96
446,2025-08-16,Cliente_32,Notebook,Eletrônicos,Sudeste,3,4149.97,12449.91,0.13,10831.42
447,2025-03-24,Cliente_66,Monitor,Acessórios,Norte,2,4082.94,8165.88,0.13,7104.32
448,2025-12-27,Cliente_63,Teclado,Eletrônicos,Centro-Oeste,1,3884.53,3884.53,0.25,2913.4
449,2025-07-29,Cliente_33,Notebook,Eletrônicos,Norte,2,2712.7,5425.4,0.1,4882.86
450,2025-08-25,Cliente_77,Mouse,Periféricos,Centro-Oeste,1,1049.54,1049.54,0.23,808.15
451,2025-08-26,Cliente_74,Cadeira Gamer,Acessórios,Norte,4,1102.06,4408.24,0.27,3218.02
452,2025-08-05,Cliente_23,Notebook,Periféricos,Sul,3,4860.54,14581.62,0.22,11373.66
453,2025-06-16,Cliente_64,Mouse,Acessórios,Sul,3,2696.81,8090.43,0.27,5906.01
454,2025-04-13,Cliente_41,Notebook,Acessórios,Sul,3,3617.34,10852.02,0.05,10309.42
455,2025-11-14,Cliente_59,Headset,Acessórios,Norte,4,957.16,3828.64,0.0,3828.64
456,2025-09-14,Cliente_15,Cadeira Gamer,Acessórios,Sul,4,217.16,868.64,0.12,764.4
457,2025-08-31,Cliente_90,Mouse,Periféricos,Centro-Oeste,3,2056.52,6169.56,0.09,5614.3
458,2025-01-27,Cliente_48,Teclado,Eletrônicos,Sul,4,4745.1,18980.4,0.19,15374.12
459,2025-07-12,Cliente_27,Cadeira Gamer,Periféricos,Sudeste,3,2439.29,7317.87,0.15,6220.19
460,2025-07-08,Cliente_5,Teclado,Acessórios,Centro-Oeste,1,1318.97,1318.97,0.3,923.28
461,2025-03-15,Cliente_59,Cadeira Gamer,Periféricos,Centro-Oeste,4,836.58,3346.32,0.16,2810.91
462,2025-01-18,Cliente_16,Mouse,Eletrônicos,Centro-Oeste,2,1497.19,2994.38,0.22,2335.62
463,2025-03-05,Cliente_49,Headset,Periféricos,Norte,1,2891.74,2891.74,0.06,2718.24
464,2025-10-08,Cliente_26,Teclado,Eletrônicos,Sul,3,4681.55,14044.65,0.2,11235.72
465,2025-10-28,Cliente_100,Notebook,Eletrônicos,Norte,4,1240.06,4960.24,0.12,4365.01
466,2025-11-05,Cliente_23,Cadeira Gamer,Periféricos,Sul,4,2046.83,8187.32,0.06,7696.08
467,2025-06-28,Cliente_97,Teclado,Acessórios,Nordeste,2,726.93,1453.86,0.14,1250.32
468,2025-05-19,Cliente_75,Cadeira Gamer,Periféricos,Sul,2,4075.21,8150.42,0.2,6520.34
469,2025-09-08,Cliente_72,Notebook,Eletrônicos,Nordeste,2,3993.25,7986.5,0.02,7826.77
470,2025-02-24,Cliente_2,Teclado,Acessórios,Sudeste,2,3678.87,7357.74,0.19,5959.77
471,2025-07-15,Cliente_53,Teclado,Periféricos,Centro-Oeste,4,839.42,3357.68,0.11,2988.34
472,2025-09-01,Cliente_73,Cadeira Gamer,Periféricos,Nordeste,3,2134.0,6402.0,0.16,5377.68
473,2025-04-11,Cliente_50,Teclado,Acessórios,Centro-Oeste,3,4233.73,12701.19,0.01,12574.18
474,2025-06-19,Cliente_12,Mouse,Periféricos,Sul,4,1383.25,5533.0,0.22,4315.74
475,2025-12-13,Cliente_47,Monitor,Periféricos,Sudeste,1,3111.0,3111.0,0.1,2799.9
476,2025-11-15,Cliente_90,Mouse,Periféricos,Sudeste,1,4894.79,4894.79,0.21,3866.88
477,2025-07-01,Cliente_78,Notebook,Acessórios,Sul,2,4616.82,9233.64,0.06,8679.62
478,2025-09-06,Cliente_40,Cadeira Gamer,Eletrônicos,Sul,4,406.76,1627.04,0.17,1350.44
479,2025-03-23,Cliente_97,Cadeira Gamer,Acessórios,Norte,4,4401.12,17604.48,0.08,16196.12
480,2025-09-18,Cliente_40,Teclado,Periféricos,Sul,3,2231.76,6695.28,0.08,6159.66
481,2025-04-02,Cliente_62,Headset,Eletrônicos,Norte,3,4495.48,13486.44,0.1,12137.8
482,2025-04-03,Cliente_37,Headset,Eletrônicos,Nordeste,3,4152.72,12458.16,0.02,12209.0
483,2025-07-03,Cliente_84,Teclado,Acessórios,Sudeste,4,901.49,3605.96,0.02,3533.84
484,2025-10-20,Cliente_46,Notebook,Periféricos,Sudeste,2,1452.2,2904.4,0.09,2643.0
485,2025-03-31,Cliente_10,Cadeira Gamer,Eletrônicos,Nordeste,3,4585.14,13755.42,0.3,9628.79
486,2025-11-23,Cliente_69,Headset,Eletrônicos,Sudeste,3,2474.42,7423.26,0.24,5641.68
487,2025-10-30,Cliente_59,Headset,Periféricos,Norte,4,3001.87,12007.48,0.06,11287.03
488,2025-01-18,Cliente_37,Headset,Eletrônicos,Sul,3,4376.9,13130.7,0.21,10373.25
489,2025-09-27,Cliente_54,Teclado,Acessórios,Norte,3,3105.59,9316.77,0.21,7360.25
490,2025-02-06,Cliente_72,Teclado,Periféricos,Sul,1,3842.63,3842.63,0.06,3612.07
491,2025-05-25,Cliente_59,Mouse,Eletrônicos,Norte,3,4462.56,13387.68,0.17,11111.77
492,2025-07-16,Cliente_22,Monitor,Eletrônicos,Sudeste,3,2136.82,6410.46,0.21,5064.26
493,2025-12-14,Cliente_64,Teclado,Acessórios,Norte,1,4558.67,4558.67,0.04,4376.32
494,2025-11-05,Cliente_67,Notebook,Acessórios,Nordeste,4,4746.35,18985.4,0.13,16517.3
495,2025-01-25,Cliente_62,Cadeira Gamer,Eletrônicos,Sul,3,3482.16,10446.48,0.26,7730.4
496,2025-12-16,Cliente_89,Mouse,Periféricos,Nordeste,2,4997.4,9994.8,0.09,9095.27
497,2025-12-12,Cliente_71,Teclado,Acessórios,Nordeste,3,4371.83,13115.49,0.16,11017.01
498,2025-01-10,Cliente_15,Teclado,Periféricos,Sudeste,1,1093.84,1093.84,0.19,886.01
499,2025-12-19,Cliente_23,Cadeira Gamer,Periféricos,Norte,3,422.65,1267.95,0.07,1179.19
500,2025-11-21,Cliente_66,Teclado,Acessórios,Sul,3,4624.27,13872.81,0.09,12624.26
501,2025-11-10,Cliente_61,Cadeira Gamer,Acessórios,Sul,2,2149.01,4298.02,0.2,3438.42
502,2025-02-23,Cliente_97,Teclado,Periféricos,Norte,3,4156.09,12468.27,0.07,11595.49
503,2025-04-02,Cliente_42,Headset,Periféricos,Sul,4,536.78,2147.12,0.05,2039.76
504,2025-12-12,Cliente_45,Cadeira Gamer,Acessórios,Norte,4,2670.99,10683.96,0.14,9188.21
505,2025-03-09,Cliente_98,Cadeira Gamer,Acessórios,Nordeste,3,298.11,894.33,0.27,652.86
506,2025-06-21,Cliente_76,Monitor,Acessórios,Sudeste,1,3805.76,3805.76,0.21,3006.55
507,2025-01-27,Cliente_49,Headset,Periféricos,Sudeste,3,325.75,977.25,0.27,713.39
